customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00064,Male,0,Yes,No,26,No,No phone service,DSL,No internet service,No,No,Yes,No,No,Two year,Yes,Mailed check,58.38,1517.88,No
CUST00065,Female,0,No,No,33,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,27.77,916.41,No
CUST00066,Female,0,Yes,Yes,37,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,78.84,2917.08,Yes
CUST00067,Male,0,Yes,No,60,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.34,1760.4,Yes
CUST00068,Female,0,No,Yes,52,No,No phone service,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),111.31,5788.12,No
CUST00069,Female,1,No,No,64,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Mailed check,82.1,5254.4,No
CUST00070,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,119.03,238.06,No
CUST00071,Female,1,Yes,Yes,66,Yes,Yes,No,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,44.57,2941.62,No
CUST00072,Male,0,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.96,2374.92,Yes
CUST00073,Female,0,No,Yes,13,No,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),116.44,1513.72,No
CUST00074,Male,0,No,Yes,51,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,49.86,2542.86,No
CUST00075,Female,0,No,No,29,No,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,29.63,859.27,No
CUST00076,Female,1,No,No,57,No,No,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.4,4753.8,No
CUST00077,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),56.61,3000.33,No
CUST00078,Male,0,Yes,No,68,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),47.31,3217.08,No
CUST00079,Female,0,Yes,No,14,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,119.36,1671.04,No
CUST00080,Male,0,Yes,Yes,37,Yes,No phone service,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Electronic check,95.41,3530.17,No
CUST00081,Female,1,Yes,Yes,13,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),68.54,891.02,No
CUST00082,Male,0,No,No,56,No,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,25.0,1400.0,Yes
CUST00083,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,39.16,2271.28,No
CUST00084,Male,0,No,Yes,7,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,49.88,349.16,No
CUST00085,Male,0,No,No,71,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,68.72,4879.12,No
CUST00086,Female,0,No,No,18,No,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,69.72,1254.96,No
CUST00087,Male,0,Yes,Yes,31,No,Yes,No,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.47,696.57,Yes
CUST00088,Female,0,No,No,28,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),114.34,3201.52,No
CUST00089,Female,0,Yes,Yes,40,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),74.28,2971.2,No
CUST00090,Female,0,No,Yes,44,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,21.97,966.68,No
CUST00091,Female,0,Yes,No,12,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),90.13,1081.56,No
CUST00092,Female,0,No,No,26,No,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),27.14,705.64,No
CUST00093,Female,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.12,1658.16,No
CUST00094,Female,0,No,Yes,25,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.15,2253.75,Yes
CUST00095,Female,0,No,Yes,52,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,118.49,6161.48,No
CUST00096,Female,0,No,No,50,No,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54.2,2710.0,No
CUST00097,Female,0,No,Yes,36,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,34.43,1239.48,No
CUST00098,Female,0,Yes,No,8,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,29.19,233.52,No
CUST00099,Male,0,Yes,Yes,51,Yes,Yes,No,Yes,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),27.17,1385.67,No
CUST00100,Male,0,Yes,No,53,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),101.03,5354.59,No
CUST00101,Female,0,No,Yes,2,No,Yes,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),91.85,183.7,No
CUST00102,Female,0,No,No,68,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,117.59,7996.12,Yes
CUST00103,Female,0,No,Yes,7,Yes,No,No,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,50.92,356.44,Yes
CUST00104,Female,0,No,Yes,13,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),100.31,1304.03,No
CUST00105,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),29.3,58.6,No
CUST00106,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),110.39,2538.97,No
CUST00107,Female,0,Yes,No,12,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,25.18,302.16,No
CUST00108,Female,0,Yes,No,42,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.79,4149.18,No
CUST00109,Male,0,Yes,No,28,Yes,No phone service,No,No internet service,No,No,No,No internet service,Yes,One year,No,Electronic check,50.74,1420.72,No
CUST00110,Female,0,Yes,No,71,No,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,38.12,2706.52,Yes
CUST00111,Male,0,Yes,No,50,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,No,Credit card (automatic),90.45,4522.5,No
CUST00112,Female,0,Yes,Yes,41,No,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,109.59,4493.19,No
CUST00113,Female,0,Yes,No,30,No,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,96.41,2892.3,Yes
CUST00114,Male,0,Yes,No,62,No,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,51.31,3181.22,No
CUST00115,Female,0,No,No,25,No,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.36,1384.0,No
CUST00116,Male,0,No,No,17,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),38.93,661.81,No
CUST00117,Female,0,No,Yes,56,No,Yes,No,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Credit card (automatic),102.41,5734.96,No
CUST00118,Female,1,No,Yes,6,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),30.71,184.26,Yes
CUST00119,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,No,Mailed check,110.32,5185.04,No
CUST00120,Female,0,No,Yes,59,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),80.11,4726.49,Yes
CUST00121,Male,1,No,No,32,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),78.89,2524.48,Yes
CUST00122,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Electronic check,103.78,207.56,Yes
CUST00123,Male,1,Yes,Yes,3,No,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.75,260.25,Yes
CUST00124,Male,0,No,Yes,3,No,Yes,No,No,No,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),50.42,151.26,No
CUST00125,Female,1,Yes,No,41,No,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),54.95,2252.95,No
CUST00126,Female,0,Yes,No,8,No,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),37.31,298.48,Yes
CUST00127,Male,0,Yes,Yes,50,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,66.41,3320.5,No
CUST00128,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,31.02,496.32,No
CUST00129,Female,0,Yes,Yes,16,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),85.3,1364.8,No
CUST00130,Female,0,No,Yes,19,No,No,No,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),36.92,701.48,No
CUST00131,Male,0,Yes,No,13,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,106.39,1383.07,No
CUST00132,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),90.05,1891.05,Yes
CUST00133,Male,0,No,No,51,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,109.15,5566.65,No
CUST00134,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),28.7,746.2,No
CUST00135,Male,0,Yes,No,42,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,99.85,4193.7,Yes
CUST00136,Male,1,No,No,2,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),108.08,216.16,Yes
CUST00137,Male,0,No,Yes,7,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,24.46,171.22,Yes
CUST00138,Male,1,No,Yes,9,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),119.91,1079.19,No
CUST00139,Male,0,No,Yes,28,No,No phone service,No,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),50.06,1401.68,No
CUST00140,Female,0,Yes,Yes,39,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,41.17,1605.63,No
CUST00141,Male,0,No,Yes,64,No,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.49,3935.36,Yes
CUST00142,Female,0,No,Yes,20,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,20.86,417.2,No
CUST00143,Female,0,No,No,23,No,No,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,108.59,2497.57,Yes
CUST00144,Female,0,No,No,59,No,No,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.85,2764.15,No
CUST00145,Male,0,Yes,No,25,No,Yes,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),72.16,1804.0,Yes
CUST00146,Male,1,No,No,8,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),82.36,658.88,No
CUST00147,Male,0,No,No,19,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,99.11,1883.09,No
CUST00148,Male,0,No,No,55,No,No,No,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),45.02,2476.1,No
CUST00149,Female,0,No,Yes,35,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,91.71,3209.85,No
CUST00150,Male,0,No,Yes,35,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.77,1111.95,No
CUST00151,Male,0,No,Yes,21,No,No,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.42,1898.82,No
CUST00152,Male,0,Yes,No,0,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,111.93,0.0,Yes
CUST00153,Male,0,No,No,68,No,Yes,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),28.5,1938.0,No
CUST00154,Male,0,Yes,Yes,36,No,No,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),31.67,1140.12,Yes
CUST00155,Female,0,Yes,Yes,71,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,75.72,5376.12,Yes
CUST00156,Male,0,No,Yes,12,Yes,No,No,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),24.64,295.68,No
CUST00157,Female,1,Yes,Yes,42,No,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,38.74,1627.08,No
CUST00158,Male,0,No,Yes,36,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,39.02,1404.72,No
CUST00159,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,68.12,1634.88,No
CUST00160,Male,0,No,No,20,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.85,897.0,No
CUST00161,Male,1,Yes,No,40,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,67.55,2702.0,No
CUST00162,Female,0,Yes,Yes,41,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),72.12,2956.92,No
CUST00163,Female,0,No,No,41,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,93.06,3815.46,No
CUST00164,Female,0,Yes,Yes,1,No,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),114.6,114.6,No
CUST00165,Male,0,Yes,No,67,No,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,70.37,4714.79,No
CUST00166,Female,0,Yes,Yes,7,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),55.5,388.5,Yes
CUST00167,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),45.87,2752.2,No
CUST00168,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.47,1085.11,No
CUST00169,Female,0,No,No,20,No,No phone service,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Mailed check,114.29,2285.8,No
CUST00170,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),96.47,2218.81,No
CUST00171,Male,0,Yes,No,49,No,No phone service,No,No internet service,No,No,No,Yes,Yes,One year,No,Credit card (automatic),40.61,1989.89,No
